N,M,id,E
16,131,11,0
16,131,12,0
16,131,13,1
16,131,14,0
16,131,15,0
16,131,16,1
16,131,17,0
16,131,18,0
16,131,19,0
16,131,20,0
16,131,21,0
16,131,22,0
16,131,23,0
16,131,24,0
16,131,25,0
16,131,26,0
16,131,27,0
16,131,28,0
16,131,29,0
16,131,30,0
16,131,31,1
16,131,32,1
16,131,33,1
16,131,34,0
16,131,35,0
16,131,36,0
16,131,37,0
16,131,38,0
16,131,39,0
16,131,40,0
16,131,41,0
16,131,42,0
16,131,43,0
16,131,44,0
16,131,45,0
16,131,46,0
16,131,47,1
16,131,48,0
16,131,49,0
16,131,50,0
16,131,51,1
16,131,52,0
16,131,53,0
16,131,54,0
16,131,55,0
16,131,56,0
16,131,57,0
16,131,58,0
16,131,59,0
16,131,60,1
16,131,61,0
16,131,62,0
16,131,63,0
16,131,64,1
16,131,65,0
16,131,66,0
16,131,67,1
16,131,68,0
16,131,69,1
16,131,70,0
16,131,71,1
16,131,72,0
16,131,73,0
16,131,74,0
16,131,75,1
16,131,76,0
16,131,77,0
16,131,78,1
16,131,79,0
16,131,80,0
16,131,81,0
16,131,82,0
16,131,83,0
16,131,84,0
16,131,85,0
16,131,86,0
16,131,87,1
16,131,88,0
16,131,89,0
16,131,90,0
16,131,91,0
16,131,92,0
16,131,93,1
16,131,94,1
16,131,95,0
16,131,96,0
16,131,97,0
16,131,98,0
16,131,99,0
16,131,100,0
16,131,101,0
16,131,102,0
16,131,103,0
16,131,104,0
16,131,105,0
16,131,106,0
16,131,107,0
16,131,108,0
16,131,109,0
16,131,110,0
16,131,111,0
16,131,112,0
16,131,113,0
16,131,114,0
16,131,115,0
16,131,116,0
16,131,117,1
16,131,118,0
16,131,119,0
16,131,120,0
16,131,121,0
16,131,122,1
16,131,123,0
16,131,124,0
16,131,125,0
16,131,126,0
16,131,127,0
16,131,128,0
16,131,129,0
16,131,130,0
16,131,131,0
16,131,132,0
16,131,133,0
16,131,134,0
16,131,135,0
16,131,136,0
16,131,137,0
16,131,138,0
16,131,139,0
16,131,140,0
16,131,141,0
16,131,142,0
16,131,143,0
16,131,144,0
16,131,145,0
16,131,146,0
16,131,147,1
16,131,148,0
16,131,149,0
16,131,150,0
16,131,151,0
16,131,152,0
16,131,153,0
16,131,154,0
16,131,155,1
16,131,156,0
16,131,157,0
16,131,158,0
16,131,159,0
16,131,160,0
16,131,161,0
16,131,162,1
16,131,163,0
16,131,164,0
16,131,165,0
16,131,166,0
16,131,167,0
16,131,168,1
16,131,169,0
16,131,170,1
16,131,171,1
16,131,172,0
16,131,173,1
16,131,174,0
16,131,175,0
16,131,176,0
16,131,177,0
16,131,178,0
16,131,179,0
16,131,180,0
16,131,181,0
16,131,182,0
16,131,183,0
16,131,184,0
16,131,185,0
16,131,186,0
16,131,187,0
16,131,188,0
16,131,189,0
16,131,190,0
16,131,191,0
16,131,192,0
16,131,193,1
16,131,194,0
16,131,195,0
16,131,196,0
16,131,197,0
16,131,198,0
16,131,199,0
16,131,200,0
16,133,1,0
16,133,2,0
16,133,3,0
16,133,4,0
16,133,5,0
16,133,6,0
16,133,7,0
16,133,8,1
16,133,9,0
16,133,10,0
16,133,11,0
16,133,12,1
16,133,13,0
16,133,14,1
16,133,15,0
16,133,16,0
16,133,17,0
16,133,18,1
16,133,19,1
16,133,20,0
16,133,21,0
16,133,22,0
16,133,23,0
16,133,24,0
16,133,25,0
16,133,26,1
16,133,27,0
16,133,28,0
16,133,29,1
16,133,30,0
16,133,31,0
16,133,32,0
16,133,33,0
16,133,34,0
16,133,35,0
16,133,36,0
16,133,37,0
16,133,38,0
16,133,39,0
16,133,40,0
16,133,41,0
16,133,42,0
16,133,43,0
16,133,44,0
16,133,45,0
16,133,46,1
16,133,47,0
16,133,48,0
16,133,49,1
16,133,50,0
16,133,51,0
16,133,52,0
16,133,53,1
16,133,54,0
16,133,55,0
16,133,56,0
16,133,57,0
16,133,58,0
16,133,59,1
16,133,60,0
16,133,61,0
16,133,62,0
16,133,63,0
16,133,64,0
16,133,65,0
16,133,66,0
16,133,67,0
16,133,68,0
16,133,69,0
16,133,70,0
16,133,71,0
16,133,72,0
16,133,73,0
16,133,74,0
16,133,75,0
16,133,76,0
16,133,77,0
16,133,78,0
16,133,79,0
16,133,80,0
16,133,81,0
16,133,82,0
16,133,83,0
16,133,84,0
16,133,85,0
16,133,86,0
16,133,87,0
16,133,88,0
16,133,89,0
16,133,90,0
16,133,91,0
16,133,92,0
16,133,93,0
16,133,94,0
16,133,95,0
16,133,96,0
16,133,97,0
16,133,98,1
16,133,99,0
16,133,100,0
16,133,101,1
16,133,102,0
16,133,103,0
16,133,104,0
16,133,105,0
16,133,106,1
16,133,107,1
16,133,108,0
16,133,109,0
16,133,110,1
16,133,111,1
16,133,112,0
16,133,113,0
16,133,114,0
16,133,115,0
16,133,116,1
16,133,117,0
16,133,118,0
16,133,119,0
16,133,120,0
16,133,121,0
16,133,122,0
16,133,123,0
16,133,124,0
16,133,125,0
16,133,126,0
16,133,127,0
16,133,128,0
16,133,129,0
16,133,130,0
16,133,131,0
16,133,132,0
16,133,133,0
16,133,134,1
16,133,135,0
16,133,136,0
16,133,137,1
16,133,138,0
16,133,139,1
16,133,140,0
16,133,141,0
16,133,142,0
16,133,143,0
16,133,144,0
16,133,145,0
16,133,146,0
16,133,147,1
16,133,148,0
16,133,149,0
16,133,150,0
16,133,151,0
16,133,152,0
16,133,153,1
16,133,154,0
16,133,155,0
16,133,156,0
16,133,157,0
16,133,158,0
16,133,159,0
16,133,160,1
16,133,161,0
16,133,162,0
16,133,163,0
16,133,164,0
16,133,165,0
16,133,166,0
16,133,167,0
16,133,168,0
16,133,169,0
16,133,170,0
16,133,171,1
16,133,172,0
16,133,173,0
16,133,174,0
16,133,175,0
16,133,176,1
16,133,177,0
16,133,178,0
16,133,179,0
16,133,180,0
16,133,181,0
16,133,182,1
16,133,183,1
16,133,184,1
16,133,185,0
16,133,186,0
16,133,187,0
16,133,188,0
16,133,189,1
16,133,190,0
16,133,191,0
16,133,192,0
16,133,193,0
16,133,194,0
16,133,195,0
16,133,196,0
16,133,197,0
16,133,198,0
16,133,199,0
16,133,200,0
16,134,1,0
16,134,2,1
16,134,3,0
16,134,4,1
16,134,5,0
16,134,6,0
16,134,7,1
16,134,8,0
16,134,9,0
16,134,10,0
16,134,11,0
16,134,12,0
16,134,13,0
16,134,14,0
16,134,15,0
16,134,16,0
16,134,17,0
16,134,18,0
16,134,19,0
16,134,20,0
16,134,21,0
16,134,22,0
16,134,23,0
16,134,24,0
16,134,25,2
16,134,26,1
16,134,27,0
16,134,28,1
16,134,29,1
16,134,30,0
16,134,31,0
16,134,32,0
16,134,33,1
16,134,34,0
16,134,35,1
16,134,36,1
16,134,37,0
16,134,38,0
16,134,39,0
16,134,40,0
16,134,41,1
16,134,42,0
16,134,43,0
16,134,44,0
16,134,45,1
16,134,46,0
16,134,47,0
16,134,48,1
16,134,49,1
16,134,50,0
16,134,51,0
16,134,52,1
16,134,53,0
16,134,54,0
16,134,55,0
16,134,56,0
16,134,57,0
16,134,58,0
16,134,59,0
16,134,60,0
16,134,61,0
16,134,62,0
16,134,63,0
16,134,64,0
16,134,65,0
16,134,66,0
16,134,67,0
16,134,68,0
16,134,69,0
16,134,70,1
16,134,71,0
16,134,72,0
16,134,73,1
16,134,74,0
16,134,75,0
16,134,76,0
16,134,77,0
16,134,78,0
16,134,79,1
16,134,80,0
16,134,81,1
16,134,82,0
16,134,83,0
16,134,84,0
16,134,85,0
16,134,86,0
16,134,87,0
16,134,88,0
16,134,89,0
16,134,90,0
16,134,91,0
16,134,92,0
16,134,93,0
16,134,94,0
16,134,95,0
16,134,96,0
16,134,97,0
16,134,98,0
16,134,99,0
16,134,100,0
16,134,101,0
16,134,102,1
16,134,103,0
16,134,104,0
16,134,105,0
16,134,106,0
16,134,107,0
16,134,108,0
16,134,109,0
16,134,110,0
16,134,111,0
16,134,112,0
16,134,113,0
16,134,114,1
16,134,115,0
16,134,116,1
16,134,117,0
16,134,118,0
16,134,119,0
16,134,120,0
16,134,121,0
16,134,122,0
16,134,123,0
16,134,124,0
16,134,125,1
16,134,126,0
16,134,127,0
16,134,128,1
16,134,129,0
16,134,130,0
16,134,131,0
16,134,132,0
16,134,133,0
16,134,134,0
16,134,135,0
16,134,136,0
16,134,137,0
16,134,138,0
16,134,139,0
16,134,140,0
16,134,141,0
16,134,142,0
16,134,143,0
16,134,144,0
16,134,145,0
16,134,146,0
16,134,147,1
16,134,148,0
16,134,149,0
16,134,150,0
16,134,151,1
16,134,152,0
16,134,153,0
16,134,154,0
16,134,155,0
16,134,156,0
16,134,157,0
16,134,158,0
16,134,159,0
16,134,160,0
16,134,161,0
16,134,162,0
16,134,163,0
16,134,164,0
16,134,165,0
16,134,166,0
16,134,167,0
16,134,168,0
16,134,169,1
16,134,170,0
16,134,171,0
16,134,172,0
16,134,173,0
16,134,174,0
16,134,175,1
16,134,176,1
16,134,177,0
16,134,178,0
16,134,179,1
16,134,180,0
16,134,181,0
16,134,182,0
16,134,183,0
16,134,184,0
16,134,185,0
16,134,186,0
16,134,187,1
16,134,188,0
16,134,189,0
16,134,190,1
16,134,191,0
16,134,192,0
16,134,193,0
16,134,194,0
16,134,195,0
16,134,196,0
16,134,197,1
16,134,198,0
16,134,199,1
16,134,200,0
16,136,1,0
16,136,2,0
16,136,3,1
16,136,4,0
16,136,5,0
16,136,6,0
16,136,7,0
16,136,8,0
16,136,9,0
16,136,10,0
16,136,11,1
16,136,12,0
16,136,13,0
16,136,14,0
16,136,15,1
16,136,16,1
16,136,17,2
16,136,18,0
16,136,19,1
16,136,20,1
16,136,21,0
16,136,22,0
16,136,23,1
16,136,24,0
16,136,25,0
16,136,26,0
16,136,27,0
16,136,28,1
16,136,29,0
16,136,30,0
16,136,31,0
16,136,32,0
16,136,33,0
16,136,34,1
16,136,35,0
16,136,36,0
16,136,37,0
16,136,38,0
16,136,39,0
16,136,40,1
16,136,41,0
16,136,42,0
16,136,43,0
16,136,44,0
16,136,45,1
16,136,46,0
16,136,47,0
16,136,48,1
16,136,49,0
16,136,50,0
16,136,51,1
16,136,52,1
16,136,53,1
16,136,54,0
16,136,55,0
16,136,56,0
16,136,57,0
16,136,58,0
16,136,59,1
16,136,60,0
16,136,61,0
16,136,62,0
16,136,63,0
16,136,64,0
16,136,65,0
16,136,66,0
16,136,67,1
16,136,68,0
16,136,69,1
16,136,70,0
16,136,71,0
16,136,72,0
16,136,73,0
16,136,74,1
16,136,75,1
16,136,76,0
16,136,77,0
16,136,78,0
16,136,79,0
16,136,80,0
16,136,81,0
16,136,82,0
16,136,83,1
16,136,84,0
16,136,85,1
16,136,86,0
16,136,87,0
16,136,88,1
16,136,89,0
16,136,90,1
16,136,91,0
16,136,92,0
16,136,93,0
16,136,94,1
16,136,95,0
16,136,96,0
16,136,97,0
16,136,98,0
16,136,99,0
16,136,100,1
16,136,101,0
16,136,102,0
16,136,103,1
16,136,104,0
16,136,105,0
16,136,106,1
16,136,107,1
16,136,108,0
16,136,109,0
16,136,110,0
16,136,111,0
16,136,112,0
16,136,113,1
16,136,114,0
16,136,115,0
16,136,116,0
16,136,117,0
16,136,118,0
16,136,119,0
16,136,120,0
16,136,121,0
16,136,122,0
16,136,123,0
16,136,124,0
16,136,125,0
16,136,126,0
16,136,127,1
16,136,128,1
16,136,129,0
16,136,130,0
16,136,131,0
16,136,132,0
16,136,133,1
16,136,134,0
16,136,135,0
16,136,136,1
16,136,137,0
16,136,138,0
16,136,139,0
16,136,140,0
16,136,141,1
16,136,142,0
16,136,143,1
16,136,144,0
16,136,145,0
16,136,146,0
16,136,147,0
16,136,148,1
16,136,149,1
16,136,150,0
16,136,151,0
16,136,152,0
16,136,153,0
16,136,154,0
16,136,155,0
16,136,156,0
16,136,157,0
16,136,158,0
16,136,159,0
16,136,160,1
16,136,161,0
16,136,162,1
16,136,163,0
16,136,164,0
16,136,165,0
16,136,166,0
16,136,167,1
16,136,168,0
16,136,169,0
16,136,170,1
16,136,171,0
16,136,172,0
16,136,173,0
16,136,174,1
16,136,175,0
16,136,176,1
16,136,177,0
16,136,178,0
16,136,179,1
16,136,180,0
16,136,181,0
16,136,182,0
16,136,183,1
16,136,184,0
16,136,185,0
16,136,186,0
16,136,187,1
16,136,188,0
16,136,189,0
16,136,190,0
16,136,191,0
16,136,192,1
16,136,193,1
16,136,194,0
16,136,195,0
16,136,196,0
16,136,197,0
16,136,198,0
16,136,199,0
16,136,200,0
16,138,1,0
16,138,2,1
16,138,3,0
16,138,4,0
16,138,5,0
16,138,6,0
16,138,7,1
16,138,8,0
16,138,9,0
16,138,10,0
16,138,11,0
16,138,12,0
16,138,13,0
16,138,14,0
16,138,15,0
16,138,16,0
16,138,17,0
16,138,18,0
16,138,19,0
16,138,20,0
16,138,21,0
16,138,22,0
16,138,23,0
16,138,24,1
16,138,25,0
16,138,26,0
16,138,27,1
16,138,28,0
16,138,29,0
16,138,30,0
16,138,31,0
16,138,32,1
16,138,33,0
16,138,34,0
16,138,35,1
16,138,36,0
16,138,37,1
16,138,38,0
16,138,39,0
16,138,40,0
16,138,41,1
16,138,42,0
16,138,43,0
16,138,44,0
16,138,45,0
16,138,46,1
16,138,47,1
16,138,48,0
16,138,49,0
16,138,50,1
16,138,51,1
16,138,52,0
16,138,53,0
16,138,54,1
16,138,55,0
16,138,56,0
16,138,57,1
16,138,58,0
16,138,59,0
16,138,60,0
16,138,61,0
16,138,62,0
16,138,63,0
16,138,64,0
16,138,65,1
16,138,66,0
16,138,67,0
16,138,68,1
16,138,69,0
16,138,70,0
16,138,71,0
16,138,72,0
16,138,73,0
16,138,74,0
16,138,75,0
16,138,76,0
16,138,77,0
16,138,78,1
16,138,79,0
16,138,80,0
16,138,81,0
16,138,82,0
16,138,83,0
16,138,84,0
16,138,85,0
16,138,86,0
16,138,87,0
16,138,88,0
16,138,89,0
16,138,90,0
16,138,91,0
16,138,92,0
16,138,93,0
16,138,94,0
16,138,95,0
16,138,96,0
16,138,97,0
16,138,98,0
16,138,99,0
16,138,100,0
16,138,101,0
16,138,102,0
16,138,103,0
16,138,104,0
16,138,105,0
16,138,106,0
16,138,107,0
16,138,108,0
16,138,109,0
16,138,110,1
16,138,111,0
16,138,112,1
16,138,113,1
16,138,114,0
16,138,115,0
16,138,116,0
16,138,117,1
16,138,118,0
16,138,119,0
16,138,120,0
16,138,121,0
16,138,122,0
16,138,123,0
16,138,124,0
16,138,125,0
16,138,126,0
16,138,127,0
16,138,128,0
16,138,129,0
16,138,130,1
16,138,131,1
16,138,132,1
16,138,133,0
16,138,134,0
16,138,135,0
16,138,136,0
16,138,137,0
16,138,138,0
16,138,139,1
16,138,140,0
16,138,141,0
16,138,142,1
16,138,143,0
16,138,144,0
16,138,145,0
16,138,146,0
16,138,147,0
16,138,148,0
16,138,149,0
16,138,150,1
16,138,151,0
16,138,152,0
16,138,153,0
16,138,154,0
16,138,155,0
16,138,156,1
16,138,157,0
16,138,158,0
16,138,159,1
16,138,160,0
16,138,161,0
16,138,162,0
16,138,163,0
16,138,164,0
16,138,165,0
16,138,166,1
16,138,167,0
16,138,168,0
16,138,169,0
16,138,170,0
16,138,171,1
16,138,172,0
16,138,173,0
16,138,174,0
16,138,175,1
16,138,176,1
16,138,177,0
16,138,178,0
16,138,179,1
16,138,180,0
16,138,181,0
16,138,182,0
16,138,183,0
16,138,184,0
16,138,185,0
16,138,186,1
16,138,187,0
16,138,188,0
16,138,189,0
16,138,190,0
16,138,191,0
16,138,192,0
16,138,193,0
16,138,194,0
16,138,195,0
16,138,196,0
16,138,197,0
16,138,198,0
16,138,199,1
16,138,200,0
16,139,1,0
16,139,2,0
16,139,3,0
16,139,4,0
16,139,5,0
16,139,6,1
16,139,7,0
16,139,8,1
16,139,9,0
16,139,10,0
16,139,11,0
16,139,12,1
16,139,13,0
16,139,14,0
16,139,15,0
16,139,16,0
16,139,17,0
16,139,18,0
16,139,19,0
16,139,20,0
16,139,21,1
16,139,22,0
16,139,23,0
16,139,24,0
16,139,25,1
16,139,26,0
16,139,27,0
16,139,28,0
16,139,29,1
16,139,30,0
16,139,31,0
16,139,32,0
16,139,33,0
16,139,34,0
16,139,35,0
16,139,36,0
16,139,37,0
16,139,38,0
16,139,39,1
16,139,40,1
16,139,41,0
16,139,42,0
16,139,43,0
16,139,44,1
16,139,45,0
16,139,46,0
16,139,47,0
16,139,48,0
16,139,49,0
16,139,50,0
16,139,51,0
16,139,52,1
16,139,53,0
16,139,54,0
16,139,55,0
16,139,56,0
16,139,57,1
16,139,58,0
16,139,59,0
16,139,60,0
16,139,61,0
16,139,62,0
16,139,63,0
16,139,64,0
16,139,65,1
16,139,66,0
16,139,67,0
16,139,68,0
16,139,69,0
16,139,70,0
16,139,71,0
16,139,72,0
16,139,73,0
16,139,74,0
16,139,75,0
16,139,76,0
16,139,77,0
16,139,78,0
16,139,79,0
16,139,80,1
16,139,81,0
16,139,82,0
16,139,83,1
16,139,84,0
16,139,85,0
16,139,86,0
16,139,87,0
16,139,88,0
16,139,89,0
16,139,90,0
16,139,91,0
16,139,92,1
16,139,93,0
16,139,94,0
16,139,95,0
16,139,96,0
16,139,97,0
16,139,98,0
16,139,99,0
16,139,100,0
16,139,101,1
16,139,102,0
16,139,103,0
16,139,104,0
16,139,105,0
16,139,106,0
16,139,107,0
16,139,108,0
16,139,109,0
16,139,110,0
16,139,111,0
16,139,112,0
16,139,113,0
16,139,114,0
16,139,115,0
16,139,116,1
16,139,117,0
16,139,118,0
16,139,119,0
16,139,120,0
16,139,121,1
16,139,122,1
16,139,123,0
16,139,124,0
16,139,125,0
16,139,126,0
16,139,127,0
16,139,128,1
16,139,129,0
16,139,130,0
16,139,131,0
16,139,132,1
16,139,133,0
16,139,134,1
16,139,135,0
16,139,136,0
16,139,137,0
16,139,138,0
16,139,139,0
16,139,140,0
16,139,141,1
16,139,142,1
16,139,143,1
16,139,144,0
16,139,145,1
16,139,146,0
16,139,147,0
16,139,148,0
16,139,149,1
16,139,150,0
16,139,151,0
16,139,152,0
16,139,153,0
16,139,154,0
16,139,155,0
16,139,156,1
16,139,157,1
16,139,158,0
16,139,159,0
16,139,160,0
16,139,161,0
16,139,162,1
16,139,163,0
16,139,164,0
16,139,165,0
16,139,166,0
16,139,167,1
16,139,168,0
16,139,169,0
16,139,170,0
16,139,171,0
16,139,172,0
16,139,173,0
16,139,174,0
16,139,175,0
16,139,176,0
16,139,177,0
16,139,178,0
16,139,179,0
16,139,180,0
16,139,181,0
16,139,182,1
16,139,183,0
16,139,184,0
16,139,185,0
16,139,186,0
16,139,187,1
16,139,188,0
16,139,189,0
16,139,190,0
16,139,191,0
16,139,192,0
16,139,193,0
16,139,194,0
16,139,195,0
16,139,196,1
16,139,197,0
16,139,198,1
16,139,199,1
16,139,200,0
16,141,1,1
16,141,2,0
16,141,3,0
16,141,4,0
16,141,5,1
16,141,6,0
16,141,7,0
16,141,8,0
16,141,9,0
16,141,10,0
16,141,11,0
16,141,12,1
16,141,13,0
16,141,14,0
16,141,15,0
16,141,16,0
16,141,17,0
16,141,18,1
16,141,19,0
16,141,20,0
16,141,21,0
16,141,22,0
16,141,23,0
16,141,24,0
16,141,25,0
16,141,26,0
16,141,27,1
16,141,28,1
16,141,29,0
16,141,30,0
16,141,31,0
16,141,32,0
16,141,33,1
16,141,34,0
16,141,35,0
16,141,36,0
16,141,37,1
16,141,38,0
16,141,39,0
16,141,40,1
16,141,41,0
16,141,42,0
16,141,43,0
16,141,44,0
16,141,45,2
16,141,46,1
16,141,47,0
16,141,48,0
16,141,49,0
16,141,50,0
16,141,51,0
16,141,52,0
16,141,53,0
16,141,54,0
16,141,55,1
16,141,56,0
16,141,57,1
16,141,58,1
16,141,59,0
16,141,60,0
16,141,61,1
16,141,62,0
16,141,63,0
16,141,64,0
16,141,65,0
16,141,66,0
16,141,67,0
16,141,68,0
16,141,69,1
16,141,70,1
16,141,71,0
16,141,72,0
16,141,73,0
16,141,74,1
16,141,75,0
16,141,76,0
16,141,77,0
16,141,78,1
16,141,79,0
16,141,80,0
16,141,81,0
16,141,82,0
16,141,83,0
16,141,84,0
16,141,85,0
16,141,86,0
16,141,87,0
16,141,88,0
16,141,89,0
16,141,90,1
16,141,91,0
16,141,92,0
16,141,93,0
16,141,94,0
16,141,95,0
16,141,96,1
16,141,97,0
16,141,98,1
16,141,99,0
16,141,100,0
16,141,101,0
16,141,102,1
16,141,103,0
16,141,104,0
16,141,105,0
16,141,106,0
16,141,107,0
16,141,108,1
16,141,109,0
16,141,110,1
16,141,111,1
16,141,112,0
16,141,113,0
16,141,114,0
16,141,115,0
16,141,116,0
16,141,117,1
16,141,118,0
16,141,119,1
16,141,120,0
16,141,121,0
16,141,122,0
16,141,123,1
16,141,124,0
16,141,125,0
16,141,126,0
16,141,127,1
16,141,128,0
16,141,129,0
16,141,130,0
16,141,131,0
16,141,132,0
16,141,133,1
16,141,134,1
16,141,135,0
16,141,136,0
16,141,137,0
16,141,138,0
16,141,139,0
16,141,140,0
16,141,141,0
16,141,142,0
16,141,143,0
16,141,144,1
16,141,145,0
16,141,146,1
16,141,147,0
16,141,148,1
